date,tec,gdlat,glon
2017-09-06 13:59:30,8.395227,41.214855,-115.633369
2017-09-06 13:59:30,9.732255,36.346809,-120.647331
2017-09-06 13:59:30,7.383749,39.314293,-124.35334
2017-09-06 13:59:30,9.119211,40.518784,-114.771904
2017-09-06 13:59:30,9.185313,39.502636,-116.131699
2017-09-06 13:59:30,9.19801,42.927288,-112.553436
2017-09-06 13:59:30,9.31318,39.531368,-115.295662
2017-09-06 13:59:30,9.432156,34.842789,-118.554512
2017-09-06 13:59:30,6.390948,43.890583,-121.240883
2017-09-06 13:59:30,10.139748,40.674702,-111.359032
2017-09-06 13:59:30,12.278151,34.571014,-111.19622
2017-09-06 13:59:30,9.689078,42.052925,-106.984589
2017-09-06 13:59:30,11.176126,31.78912,-113.274796
2017-09-06 13:59:30,10.087426,33.084671,-119.476738
2017-09-06 13:59:30,8.440828,35.943111,-123.386276
2017-09-06 13:59:30,9.445368,37.027592,-114.015732
2017-09-06 13:59:30,9.414783,36.012981,-115.326073
2017-09-06 13:59:30,6.629003,40.890865,-120.722626
2017-09-06 13:59:30,10.424109,37.181801,-110.734329
2017-09-06 13:59:30,12.357609,31.578405,-110.981552
2017-09-06 13:59:30,10.400785,46.464989,-107.773247
2017-09-06 13:59:30,10.603886,36.273663,-113.338875
2017-09-06 13:59:30,11.308302,37.877735,-120.583366
2017-09-06 13:59:30,12.288547,40.978653,-124.308846
2017-09-06 13:59:30,9.650766,42.202843,-114.331345
2017-09-06 13:59:30,9.587609,41.191273,-115.735344
2017-09-06 13:59:30,6.621566,45.467381,-120.780182
2017-09-06 13:59:30,10.624557,42.333332,-110.866859
2017-09-06 13:59:30,12.48743,35.975811,-110.550201
2017-09-06 13:59:30,11.433364,41.476433,-104.241386
2017-09-06 13:59:30,12.482171,31.803797,-110.373108
2017-09-06 13:59:30,10.830896,33.038918,-116.821938
2017-09-06 13:59:30,11.087813,36.143089,-121.240898
2017-09-06 13:59:30,10.96303,37.000744,-110.888466
2017-09-06 13:59:30,10.924498,36.020027,-112.25087
2017-09-06 13:59:30,7.468037,41.368217,-117.928207
2017-09-06 13:59:30,10.916579,37.047611,-107.766815
2017-09-06 13:59:30,13.06482,31.670872,-108.19751
2017-09-06 13:59:30,11.382583,43.509998,-105.332497
2017-09-06 13:59:30,11.872919,33.731693,-111.259071
2017-09-06 13:59:30,11.396645,35.061607,-118.032219
2017-09-06 13:59:30,9.112694,38.174587,-122.207649
2017-09-06 13:59:30,10.040026,39.176537,-111.906395
2017-09-06 13:59:30,10.078519,38.1926,-113.288795
2017-09-06 13:59:30,7.122667,43.067738,-118.660049
2017-09-06 13:59:30,11.471103,39.239368,-108.673187
2017-09-06 13:59:30,13.067394,33.536655,-108.878532
2017-09-06 13:59:30,9.96117,40.819897,-106.198898
2017-09-06 13:59:30,11.611749,30.554754,-112.690018
2017-09-06 13:59:30,12.069386,33.905731,-111.115417
2017-09-06 13:59:30,8.86782,36.418343,-114.157295
2017-09-06 13:59:30,10.147846,31.781317,-118.697021
2017-09-06 13:59:30,8.10563,34.63237,-122.764549
2017-09-06 13:59:30,9.7828,35.646858,-113.336708
2017-09-06 13:59:30,9.75298,34.63382,-114.635719
2017-09-06 13:59:30,9.598696,38.309639,-111.034019
2017-09-06 13:59:30,9.839805,34.655556,-113.85463
2017-09-06 13:59:30,10.318951,30.51572,-116.745575
2017-09-06 13:59:30,6.776855,39.808796,-120.230278
